label,T1R1SC1,T1R1SC2,T1R1SC3,T1R1SC4,T1R1SC5,T1R1SC6,T1R1SC7,T1R1SC8,T1R1SC9,T1R1SC10,T1R1SC11,T1R1SC12,T1R1SC13,T1R1SC14,T1R1SC15,T1R1SC16,T1R1SC17,T1R1SC18,T1R1SC19,T1R1SC20,T1R1SC21,T1R1SC22,T1R1SC23,T1R1SC24,T1R1SC25,T1R1SC26,T1R1SC27,T1R1SC28,T1R1SC29,T1R1SC30,T1R2SC1,T1R2SC2,T1R2SC3,T1R2SC4,T1R2SC5,T1R2SC6,T1R2SC7,T1R2SC8,T1R2SC9,T1R2SC10,T1R2SC11,T1R2SC12,T1R2SC13,T1R2SC14,T1R2SC15,T1R2SC16,T1R2SC17,T1R2SC18,T1R2SC19,T1R2SC20,T1R2SC21,T1R2SC22,T1R2SC23,T1R2SC24,T1R2SC25,T1R2SC26,T1R2SC27,T1R2SC28,T1R2SC29,T1R2SC30,T1R3SC1,T1R3SC2,T1R3SC3,T1R3SC4,T1R3SC5,T1R3SC6,T1R3SC7,T1R3SC8,T1R3SC9,T1R3SC10,T1R3SC11,T1R3SC12,T1R3SC13,T1R3SC14,T1R3SC15,T1R3SC16,T1R3SC17,T1R3SC18,T1R3SC19,T1R3SC20,T1R3SC21,T1R3SC22,T1R3SC23,T1R3SC24,T1R3SC25,T1R3SC26,T1R3SC27,T1R3SC28,T1R3SC29,T1R3SC30,T2R1SC1,T2R1SC2,T2R1SC3,T2R1SC4,T2R1SC5,T2R1SC6,T2R1SC7,T2R1SC8,T2R1SC9,T2R1SC10,T2R1SC11,T2R1SC12,T2R1SC13,T2R1SC14,T2R1SC15,T2R1SC16,T2R1SC17,T2R1SC18,T2R1SC19,T2R1SC20,T2R1SC21,T2R1SC22,T2R1SC23,T2R1SC24,T2R1SC25,T2R1SC26,T2R1SC27,T2R1SC28,T2R1SC29,T2R1SC30,T2R2SC1,T2R2SC2,T2R2SC3,T2R2SC4,T2R2SC5,T2R2SC6,T2R2SC7,T2R2SC8,T2R2SC9,T2R2SC10,T2R2SC11,T2R2SC12,T2R2SC13,T2R2SC14,T2R2SC15,T2R2SC16,T2R2SC17,T2R2SC18,T2R2SC19,T2R2SC20,T2R2SC21,T2R2SC22,T2R2SC23,T2R2SC24,T2R2SC25,T2R2SC26,T2R2SC27,T2R2SC28,T2R2SC29,T2R2SC30,T2R3SC1,T2R3SC2,T2R3SC3,T2R3SC4,T2R3SC5,T2R3SC6,T2R3SC7,T2R3SC8,T2R3SC9,T2R3SC10,T2R3SC11,T2R3SC12,T2R3SC13,T2R3SC14,T2R3SC15,T2R3SC16,T2R3SC17,T2R3SC18,T2R3SC19,T2R3SC20,T2R3SC21,T2R3SC22,T2R3SC23,T2R3SC24,T2R3SC25,T2R3SC26,T2R3SC27,T2R3SC28,T2R3SC29,T2R3SC30
I1,-23+12j,16+24j,26-12j,-8-34j,-36-6j,-17+28j,23+24j,28-1j,14-19j,-10-19j,-23-9j,-21+14j,-1+25j,18+18j,28+5j,14-17j,-1-17j,-13-6j,-11-1j,-3+12j,3+10j,9+8j,7-5j,4-9j,-9-11j,-13+6j,-2+11j,11+0j,7-13j,-6-10j,5-14j,-20-1j,-8+16j,13+18j,31-3j,5-33j,-23-19j,-27+9j,-9+30j,13+29j,34+4j,27-25j,-3-45j,-41-25j,-45-5j,-35+40j,15+53j,49+16j,43-32j,3-49j,-36-36j,-52+10j,-25+48j,36+55j,69-17j,3-63j,-50-20j,-27+36j,35+32j,38-13j,9+7j,10-10j,-7-8j,-8+6j,-1+9j,6+7j,4-4j,3-5j,1-7j,-1-7j,-8-1j,-8+5j,-2+14j,14+14j,16+4j,19-12j,26,-21-14j,-27+12j,-6+24j,17+22j,31-2j,18-24j,-16-35j,-42+7j,-3+39j,31+13j,15-22j,-24-19j,-24+10j,4+23j,24-14j,-7-25j,-31-3j,-13+35j,29+22j,28-17j,3-29j,-24-19j,-26+8j,-19+26j,7+29j,32+14j,30-12j,23-27j,-2-34j,-27-17j,-31+10j,-12+29j,10+27j,28+14j,34-11j,6-38j,-33-31j,-48+21j,4+48j,44+12j,28-27j,-27-28j,-34+10j,20-18j,-24-16j,-24+22j,12+37j,46+4j,20-46j,-25-36j,-38-2j,-28+29j,4+46j,32+28j,48-13j,26-49j,-29-49j,-50-32j,-52+24j,-11+54j,39+38j,48-7j,23-39j,-16-39j,-39-11j,-35+22j,1+41j,40+14j,26-31j,-13-26j,-23+2j,-3+24j,18+14j,-1-11j,-13+4j,5+12j,17+2j,7-21j,-20-11j,-20+13j,-1+21j,18+16j,26-10j,15-23j,-12-24j,-30-9j,-22+20j,-12+29j,13+23j,26+1j,14-17j,-5-20j,-14-9j,-14+1j,-7+8j,4+16j,16+10j,17-10j,-5-18j,-17-7j,-13+8j,11+13j,16-4j
I1,7+19j,20-12j,24,-30-10j,-16+28j,25+24j,30-5j,14-22j,-5-17j,-19-9j,-22+9j,-9+20j,12+14j,22+1j,21-9j,9-13j,-8-10j,-14+1j,-12+9j,-4+12j,3+6j,9+0j,9-4j,10-9j,-1-8j,-9+6j,-2+16j,8+9j,9-6j,8,14+5j,10-16j,-13-18j,-17+7j,-3+26j,24+20j,27-5j,7-20j,-21-25j,-35-8j,-28+14j,-4+29j,27+31j,50+4j,48-12j,15-45j,-34-36j,-53+2j,-34+34j,7+40j,39+22j,49-13j,27-47j,-28-50j,-64+11j,-13+64j,43+29j,33-24j,-23-35j,-40-3j,-5-8j,-7+5j,,12+1j,4-8j,-4-3j,-4+1j,-3+4j,-9+5j,-4+8j,2+6j,9+1j,15-3j,8-16j,2-17j,-21-12j,-23+10j,-7+23j,13+17j,22-2j,18-19j,-1-26j,-23-17j,-32+16j,-1+41j,35+11j,16-26j,-17-22j,-24+15j,-3+25j,20-2j,-5-16j,-23+0j,-16+26j,29+26j,29-21j,1-27j,-16-18j,-26+8j,-16+20j,4+23j,21+19j,30-4j,13-25j,2-26j,-17-27j,-30-2j,-22+17j,-2+23j,13+23j,27+7j,29-18j,7-31j,-27-28j,-44+13j,-5+46j,33+20j,29-17j,-12-35j,-32-4j,18+21j,18-24j,-10-28j,-37-2j,-16+37j,21+34j,41-3j,21-32j,-10-36j,-26-20j,-41+3j,-26+39j,14+44j,42+22j,54+5j,37-44j,-16-54j,-40-15j,-43+12j,-16+44j,22+34j,32+8j,34-17j,1-46j,-44-12j,-18+20j,1+25j,27+5j,4-22j,-10-13j,1+9j,6-4j,14,-13-9j,-15+15j,10+23j,20-2j,10-14j,-7-20j,-15-12j,-22+7j,-10+20j,10+21j,24+8j,27-4j,13-24j,-10-23j,-15-5j,-20+9j,-3+17j,5+12j,10+10j,16-4j,4-16j,-6-12j,-18-7j,-10+15j,8+10j,11+0j,7-13j
I1,-20-20j,-9+24j,22+15j,23-19j,-16-31j,-30+7j,-9+28j,13+19j,18-1j,11-17j,-7-22j,-17-9j,-16+12j,4+17j,13+21j,14+4j,9-11j,-6-12j,-14-4j,-8+2j,,6+7j,10+5j,12-8j,-4-13j,-9+3j,-4+12j,9+9j,9-8j,-1-11j,6+14j,17+2j,5-13j,-22-8j,-20+12j,8+30j,28+6j,17-19j,-10-33j,-28-15j,-31+14j,-9+36j,30+27j,48-3j,36-26j,-1-52j,-46-22j,-46+29j,-9+43j,37+35j,46-8j,24-45j,-28-49j,-58+4j,-17+64j,51+28j,39-37j,-24-38j,-39+21j,-2+41j,14+6j,1-8j,-9-1j,-6+8j,5+5j,3+1j,3-4j,2-5j,-1-9j,-7-5j,-7+3j,-5+11j,8+14j,19+7j,15-8j,5-26j,-20-17j,-24+8j,-7+20j,16+21j,25+1j,16-21j,-12-29j,-36-1j,-12+37j,27+20j,23-21j,-15-24j,-25+13j,-1+26j,-21+10j,24+16j,20-17j,-13-29j,-39+7j,-2+37j,33+15j,25-17j,1-30j,-21-17j,-22+3j,-13+25j,9+27j,28+10j,31-2j,18-27j,-8-30j,-23-11j,-24+14j,-7+27j,18+29j,32+5j,28-26j,-9-40j,-45-6j,-21+39j,25+27j,35-17j,-14-40j,-35-4j,-8+28j,29+4j,16-34j,-32-29j,-40+17j,9+41j,36+22j,34-20j,2-40j,-21-27j,-39+5j,-32+46j,20+48j,54+13j,58-7j,24-55j,-37-44j,-51+9j,-33+38j,17+46j,38+10j,35-27j,-2-43j,-38-22j,-36+30j,13+44j,32+9j,5-26j,-23-8j,-19+12j,-3-7j,-11+10j,10+10j,15-9j,-2-22j,-20-2j,-14+23j,13+20j,23+1j,16-16j,-6-21j,-27-8j,-21+14j,7,10+28j,28+6j,16-18j,-5-19j,-21-11j,-16+7j,-8+11j,5+13j,12+7j,15-10j,-2-15j,-16-4j,-10+14j,5+13j,16-1j,3-15j
I1,1+23j,22-8j,-2-26j,-26-14j,-18+28j,22+24j,28-6j,7-22j,-9-16j,-18-5j,-16+9j,-4+22j,14+13j,20-9j,17-14j,2-19j,-13-8j,-13+7j,-5+12j,2+9j,8+3j,8-4j,5-9j,-4-11j,-11-2j,-4+12j,8+12j,11-1j,11,-8-4j,-10-8j,-13+12j,4+14j,22-2j,10-20j,-18-19j,-27+2j,-11+19j,16+26j,33+6j,30-20j,-2-33j,-32-25j,-46+8j,-41+27j,3+49j,46+24j,46-23j,12-46j,-30-37j,-44+3j,-32+41j,12+53j,53+17j,40-52j,-36-49j,-50+16j,-3+43j,42+5j,24-33j,4+11j,6-4j,-4-7j,-9-4j,-2+7j,4+2j,1+0j,-1+0j,8-2j,5-8j,-3-11j,-10+0j,-13+8j,-5+17j,6+18j,23+2j,17-18j,-4-24j,-21-11j,-23+12j,-4+24j,18+22j,30-4j,12-30j,-28-28j,-30+19j,9+31j,28+3j,3-28j,-21-15j,21+5j,-4-20j,-24-7j,-18+30j,26+30j,32-16j,31,-26-21j,-32+10j,-13+21j,11+27j,23+10j,28-13j,4-29j,-5-30j,-26-17j,-32+9j,-14+30j,10+26j,24+15j,29-9j,11-30j,-16-32j,-38-4j,-27+39j,30+37j,36-13j,4-38j,-38-6j,-24+26j,-12-26j,-26+21j,10+32j,38+7j,24-38j,-27-37j,-42+4j,-22+32j,10+38j,35+15j,41-13j,16-46j,-24-42j,-55-7j,-54+16j,-20+56j,37+46j,49-2j,29-36j,-10-42j,-38-15j,-37+16j,-13+38j,32+34j,42-20j,2-37j,-27-19j,-20+16j,12+21j,20-2j,4-7j,-9+3j,-3+11j,15+12j,17-13j,-11-22j,-22+1j,-15+16j,5+23j,16+7j,23-10j,3-23j,-15-20j,-27+3j,-26+13j,-4+27j,15+17j,21+1j,12-15j,-2-15j,-9-9j,-13+1j,-10+14j,5+14j,13+5j,14-13j,-7-15j,-16-3j,-6+15j,7+11j
I1,13+19j,15-24j,-13-20j,-28+15j,3+33j,26+10j,17-18j,-5-21j,-16-11j,-17+4j,-5+18j,12+20j,21+7j,15-13j,10-24j,-14-15j,-17-1j,-11+12j,2+8j,7+4j,11+1j,6-3j,1-4j,-11-5j,-14+5j,-4+12j,9+4j,9-8j,-7-11j,-12-1j,-13-4j,0,15+6j,20-9j,-3-24j,-26-4j,-18+20j,4+29j,26+15j,27-12j,13-31j,-18-32j,-40-6j,-32+29j,-11+38j,27+42j,53+4j,27-37j,-14-46j,-46-20j,-45+19j,-15+47j,34+43j,62-11j,16-63j,-53-33j,-37+34j,16+44j,44-11j,11-38j,-8+8j,12+0j,8-7j,-7-4j,-4+3j,-4+3j,-1+3j,-1+4j,6+5j,9-1j,7-6j,-2-9j,-14-6j,-16+8j,-6+13j,4+19j,22+7j,15-15j,-1-26j,-20-17j,-26+6j,-13+25j,14+29j,35-2j,11-36j,-32-23j,-24+19j,9+26j,28-8j,5-25j,16-9j,-20-20j,-22+14j,5+29j,37+5j,15-29j,-18-28j,-34+0j,-16+21j,2+24j,24+16j,24-4j,15-23j,-8-32j,-20-26j,-30-1j,-18+22j,-1+30j,22+17j,27-1j,16-20j,-2-32j,-30-21j,-38+13j,-2+44j,40+19j,30-25j,-10-34j,-38+3j,-10+30j,-29-15j,-9+31j,31+21j,35-21j,-4-43j,-48-8j,-29+29j,-1+37j,30+26j,39-7j,26-36j,-12-42j,-44-24j,-52+24j,-34+41j,15+52j,50+23j,45-28j,4-48j,-27-31j,-40-5j,-30+31j,10+40j,38+16j,36-29j,-18-41j,-32+2j,-14+21j,19+13j,24-8j,5-5j,-9-9j,-11+8j,4+15j,21+5j,6-20j,-11-16j,-22-2j,-13+16j,5+19j,21+12j,19-8j,10-24j,-14-23j,-20-15j,-22+8j,-7+25j,9+17j,19+2j,12-7j,3-16j,-8-14j,-13-4j,-14+9j,2+18j,15+4j,10-10j,-3-15j,-16-2j,-3+15j
I1,-8+22j,26+4j,13-23j,-23-20j,-34+18j,6+36j,23+8j,25-17j,5-22j,-13-16j,-18+2j,-15+23j,4+25j,22+8j,23-5j,6-17j,-7-19j,-15-4j,-9+7j,2+11j,8+8j,9+3j,6+0j,-1-11j,-15-11j,-17+3j,-3+9j,13+3j,5-16j,-7-14j,12-2j,-8-16j,-15+2j,-14+24j,18+22j,22-9j,5-34j,-22-20j,-32+1j,-18+28j,9+39j,36+21j,45-17j,14-44j,-10-48j,-56-27j,-52+26j,-8+51j,38+35j,53-5j,33-41j,-13-49j,-55-21j,-53+44j,18+71j,67+1j,20-54j,-41-32j,-36+34j,12+42j,-1+9j,10+0j,4-10j,-5-5j,-7+6j,3+8j,-1+8j,7+0j,9-2j,7-8j,2-14j,-9-6j,-18+3j,-10+16j,-1+20j,20+21j,25-8j,9-24j,-15-23j,-27-6j,-21+18j,4+28j,31+20j,33-19j,-9-41j,-44-2j,-17+33j,24+19j,19-23j,-11-27j,15+12j,10-24j,-28-16j,-29+22j,14+37j,43-2j,16-31j,-18-29j,-27-3j,-24+14j,-3+32j,20+20j,30+2j,23-24j,12-37j,-13-30j,-30-7j,-29+19j,-7+30j,15+29j,30+7j,29-22j,6-37j,-35-30j,-49+23j,2,43+12j,26-30j,-28-33j,-37+7j,34-4j,-12-35j,-39-3j,-22+36j,30+40j,55-13j,9-46j,-24-34j,-43-7j,-32+32j,-4+46j,34+36j,55-2j,34-52j,10-60j,-44-36j,-58+7j,-29+52j,25+48j,41+9j,40-23j,10-44j,-34-32j,-44+10j,-19+42j,36+29j,29-18j,-2-26j,-26-5j,-17+20j,1-5j,-9-3j,-8+13j,9+15j,22-9j,-4-27j,-19-7j,-20+10j,-1+21j,14+15j,24+1j,15-20j,-6-28j,-24-13j,-30-2j,-15+17j,4+24j,21+9j,16-7j,8-12j,-4-16j,-16-9j,-12+5j,-10+15j,15+20j,17-2j,7-16j,-12-12j,-17+11j,1+16j
I1,25+0j,-9-25j,-22-7j,-18+28j,20+33j,32-3j,10-25j,-18-24j,-22-6j,-22+11j,-6+21j,11+23j,22+9j,18-9j,7-23j,-9-22j,-16-3j,-17+7j,-4+12j,6+10j,8+5j,11+2j,6-2j,-4-9j,-14-5j,-11+8j,2,10+1j,7-12j,-6-13j,-4-11j,-12+1j,4+17j,19+9j,24-15j,-5-30j,-28-10j,-23+11j,-10+27j,16+26j,34+7j,31-22j,9-46j,-30-38j,-40-23j,-50+25j,-19+53j,31+41j,51+4j,39-34j,5-54j,-37-38j,-61+2j,-35+59j,38+59j,65-14j,8-58j,-41-29j,-36+36j,12+42j,-4-8j,-3+7j,-2+7j,8+1j,4-6j,2-5j,4,,-4-3j,-6+4j,-4+9j,6+10j,17+7j,20-10j,15-11j,-7-24j,-22-15j,-22+13j,-8+26j,13+24j,28+9j,26-21j,6-37j,-30-25j,-37+19j,7+41j,36+8j,18-23j,-23-22j,-27+10j,10-18j,-23-2j,-13+28j,20+26j,32-10j,8-39j,-32-20j,-30+12j,-10+24j,8+27j,22+12j,27-9j,12-21j,-4-32j,-15-24j,-26-7j,-24+15j,-5+30j,13+26j,26+10j,27-12j,15-27j,-11-37j,-39-12j,-38+27j,14+43j,39+7j,20-30j,-23-29j,-32+9j,-12-26j,-29+16j,2+31j,35+15j,37-32j,-12-44j,-37-16j,-35+16j,-15+34j,15+38j,40+14j,41-15j,22-48j,-23-46j,-42-34j,-52+11j,-26+43j,13+49j,43+16j,38-16j,20-34j,-15-39j,-34-10j,-36+20j,4+41j,37+15j,21-20j,-3-21j,-25+1j,-17+18j,-4+3j,10+0j,7-12j,-8-12j,-16+8j,-4+19j,17+14j,19-7j,7-18j,-7-20j,-18-4j,-22+9j,-5+24j,10+21j,20+11j,20-6j,12-19j,-6-22j,-13-7j,-14+1j,-13+13j,1+13j,6+13j,16+3j,12-11j,-7-15j,-13-4j,-10+13j,7+12j,14-6j
I1,29-9j,-18-22j,-26+6j,-4+28j,25+22j,23-19j,-4-25j,-24-12j,-21+11j,-7+15j,7+16j,21+4j,18-13j,3-24j,-9-20j,-19+0j,-13+15j,2+16j,13+12j,11-1j,5-3j,11,-3-11j,-9-3j,-10+11j,2+10j,14+4j,6-11j,-14-8j,-12+4j,3-12j,-12-8j,-14+9j,-1+25j,35+7j,24-25j,-10-32j,-27-11j,-25+10j,-11+36j,19+36j,38+12j,37-30j,-1-49j,-21-48j,-54-19j,-46+31j,1+53j,40+31j,51-8j,32-46j,-15-51j,-58-21j,-59+41j,17+72j,69+10j,27-55j,-33-39j,-42+29j,2+46j,12-9j,-8-5j,-9+3j,-2+5j,5+11j,6+2j,6-3j,5,-1-4j,-11-8j,-15+3j,-8+11j,6+17j,20+4j,22-3j,17-19j,-7-23j,-24-6j,-17+17j,-2+26j,21+24j,28-4j,17-32j,-19-38j,-42+7j,-11+41j,34+18j,24-20j,-20-24j,-29+3j,5-25j,-23+5j,2+28j,31+12j,21-26j,-18-29j,-27+2j,-21+24j,6+28j,20+10j,28-6j,14-24j,-5-31j,-26-16j,-30-2j,-24+17j,-3+29j,20+24j,28+1j,24-15j,4-27j,-18-26j,-37-4j,-27+33j,18+44j,46+1j,18-39j,-22-27j,-35+16j,1+37j,15-21j,-29-15j,-30+18j,2+41j,47+9j,30-40j,-16-42j,-32-16j,-34+13j,-15+38j,13+39j,40+21j,43-21j,15-46j,-9-51j,-47-22j,-47+18j,-15+46j,24+39j,40+4j,34-25j,6-38j,-26-26j,-42+5j,-13+41j,28+24j,26-9j,4-24j,-23-4j,-15+13j,-4-7j,2+6j,13-1j,6-16j,-13-9j,-15+12j,5+16j,12+13j,18-4j,5-18j,-6-19j,-21-9j,-20+7j,-8+22j,4+23j,17+10j,21-7j,9-19j,-7-17j,-10-5j,-13+5j,-7+12j,5,17+7j,15-9j,2-17j,-16-10j,-13+9j,4+15j,16+2j
I1,18-13j,-24-14j,-21+21j,16+31j,30-15j,-1-32j,-27-12j,-20+15j,-1+20j,19+12j,19-11j,3-22j,-20-11j,-20+7j,-11+15j,7+22j,16+5j,5-12j,-5-10j,-10-5j,-9+3j,-3+8j,4+9j,12+0j,7-11j,-8-9j,-12+8j,3+12j,12-4j,5-9j,15+5j,4-13j,-11-5j,-11+15j,11+30j,33-6j,4-32j,-21-22j,-30+8j,-10+34j,19+33j,38+2j,30-40j,-19-47j,-43-36j,-52+23j,-6+56j,45+34j,52-17j,11-52j,-40-39j,-56+10j,-21+58j,50+45j,63-39j,-25-69j,-57+9j,-7+50j,51+7j,26-36j,7-5j,-10-2j,-3+10j,8+9j,3-2j,3-6j,-4-7j,-6-3j,-11+3j,-3+9j,3+11j,12+3j,14-8j,-3-22j,-13-21j,-24+6j,-9+27j,16+22j,27-1j,10-26j,-18-26j,-31+1j,-17+31j,26+29j,41-18j,-10-43j,-34+5j,-4+31j,31+3j,16-23j,-6-22j,-20+16j,8+20j,29-10j,-5-39j,-32-6j,-16+32j,16+22j,26-4j,17-21j,-5-26j,-24-10j,-27+17j,-2+24j,7+26j,33+9j,24-20j,-4-29j,-22-18j,-29+11j,-12+28j,17+27j,34+6j,26-34j,-32-40j,-48+18j,4+43j,33+7j,12-37j,-29-20j,26+13j,4-30j,-33-9j,-29+31j,23+41j,46-17j,12-40j,-30-30j,-36+7j,-17+35j,18+38j,43+9j,36-34j,-12-49j,-35-41j,-52+9j,-15+46j,29+38j,44-7j,21-33j,-14-36j,-37-10j,-23+28j,10+38j,38-1j,5-30j,-21-14j,-23+16j,13+18j,21-1j,-5+0j,3+9j,3-3j,-5-13j,-20+2j,-1+15j,18+12j,14-12j,-2-18j,-15-12j,-16+7j,-5+19j,14+18j,19-7j,15-12j,-1-23j,-16-12j,-18+8j,-1+13j,10+14j,15+1j,9-12j,12,-13-7j,-17+11j,2+19j,16+3j,2-13j,-12-7j,-12+11j
I1,3+26j,24-10j,-11-19j,-33+0j,-14+27j,25+21j,25-17j,5-26j,-15-16j,-22+4j,-9+16j,10+21j,24+5j,19-16j,8-21j,-14-16j,-20+6j,-7+15j,6+14j,12+5j,11-5j,4-8j,-5-10j,-12-3j,-9+10j,7+13j,12-4j,2-14j,-12-4j,-9+7j,6-13j,-15-9j,-17+6j,4+19j,34+7j,16-29j,-15-27j,-29-1j,-17+26j,6+32j,33+19j,34-15j,9-42j,-34-35j,-49-18j,-45+32j,3+53j,46+27j,46-22j,10-50j,-34-39j,-55+2j,-30+50j,33+57j,71-14j,2-70j,-52-21j,-30+39j,36+32j,41-14j,-4-13j,-11+5j,3+1j,8-3j,9-5j,-3-8j,-3-1j,-6+3j,-4+8j,1+8j,9+10j,12-3j,6-13j,-10-17j,-18-13j,-23+9j,-5+22j,18+18j,24-7j,9-24j,-15-23j,-31-5j,-20+26j,17+35j,42-4j,4-42j,-30-12j,-18+24j,24+19j,25-11j,21+2j,-4-24j,-26-2j,-10+30j,38+18j,36-24j,-8-30j,-26-4j,-23+15j,1+29j,19+19j,30-2j,18-24j,-8-32j,-19-29j,-32-2j,-29+24j,2+34j,25+20j,30-7j,18-28j,-11-37j,-41-12j,-35+30j,14+51j,49+4j,17-39j,-31-25j,-34+27j,10+37j,25-23j,-31-19j,-26+25j,13+42j,52+8j,18-41j,-30-35j,-43+2j,-22+32j,6+44j,35+22j,44-13j,18-46j,-28-46j,-45-26j,-49+23j,-5+47j,34+33j,43-8j,23-34j,-13-36j,-37-13j,-32+20j,3+43j,41+10j,23-32j,-15-26j,-25-1j,2+24j,16+13j,1+5j,6-2j,-1-7j,-12-2j,-10+20j,7+17j,14-7j,-1-16j,-9-12j,-21+2j,-11+14j,5+21j,21+9j,21-12j,16-16j,-7-21j,-15-12j,-16+8j,-3+15j,9+14j,13+4j,12-7j,5-17j,-15-12j,-18+5j,-2+19j,13+9j,13-14j,-7-15j,-18+2j
I1,17-13j,-21-12j,-18+17j,13+27j,38+0j,13-29j,-20-17j,-25+8j,-16+19j,4+22j,16+11j,22-8j,10-24j,-11-20j,-18-14j,-21+11j,-9+21j,6+14j,10+1j,8-10j,3-13j,-1-7j,-8-2j,-10+14j,1+17j,10+10j,6-2j,-5-8j,-16+2j,-11+12j,-17-6j,-1+14j,16+7j,24-17j,-4-29j,-27-5j,-21+21j,1,26+19j,30-8j,17-37j,-14-43j,-40-18j,-41+25j,-26+44j,22+56j,59+18j,46-32j,2-54j,-39-38j,-55+1j,-35+42j,17+56j,64+18j,51-54j,-32-60j,-59+10j,-12+51j,47+16j,34-31j,-5-8j,-3+9j,6+6j,7-1j,9,-6-6j,-3-2j,-2-1j,-3+6j,2+8j,11+9j,13+1j,8-11j,-6-19j,-16-14j,-25+2j,-11+23j,12+26j,27+9j,22-14j,3-27j,-20-24j,-33+5j,-12+32j,29+28j,38-20j,-1-36j,-28-8j,-7+30j,22+21j,-10-20j,-24+15j,17+25j,34-6j,12-38j,-37-27j,-36+17j,-6+32j,18+21j,29+2j,24-18j,29,-20-24j,-34-1j,-32+9j,-12+31j,12+29j,29+13j,32-12j,9-28j,-10-34j,-32-14j,-35+20j,-11+46j,47+33j,43-29j,-5-44j,-38-10j,-17+39j,21+31j,-33-9j,4+32j,36+15j,32-27j,-14-44j,-46-7j,-23+32j,9+35j,31+25j,42-8j,20-36j,-6-41j,-42-27j,-53+18j,-34+42j,7+51j,43+27j,52-20j,10-43j,-18-36j,-35-12j,-38+20j,-6+41j,30+23j,38-5j,6-43j,-27-10j,-20+13j,5+21j,21+7j,4+5j,7+1j,-7-11j,-15+1j,-6+16j,13+15j,18-4j,5-15j,-12-15j,-18-1j,-13+11j,-1+21j,17+13j,23-5j,15-10j,2-21j,-13-16j,-17+2j,-12+9j,-1+15j,7+13j,14+1j,14-10j,5-15j,-21-16j,-16+13j,-3+16j,17+7j,13-18j,-10-15j
I1,-8-20j,-19+21j,8+23j,27+3j,12-31j,-20-19j,-30+10j,-12+23j,7+18j,23-1j,15-15j,2-23j,-20-10j,-20+5j,-15+16j,1+25j,17+4j,14-10j,3-18j,-7-10j,-10-2j,-6+6j,-3+14j,5+10j,10+1j,2-14j,-8-9j,-13+5j,1+11j,10+4j,-7+10j,11+13j,16-5j,1-21j,-31-4j,-22+35j,12+30j,28+5j,24-25j,1-39j,-26-31j,-38+6j,-24+41j,19+53j,39+44j,54-11j,21-52j,-34-49j,-53-6j,-36+35j,8+52j,50+36j,57-21j,13-65j,-67-38j,-55+51j,19+56j,50-3j,54,-42-25j,8-4j,-9-1j,-5+4j,-2+7j,7+5j,9+3j,2-6j,-4-9j,-10-10j,-8-2j,-10+5j,2+13j,10+13j,24-2j,21-9j,-4-24j,-21-16j,-25+10j,-5+22j,15+21j,29+2j,24-21j,-9-31j,-38-10j,-28+36j,27+33j,33-10j,-2-32j,-33-1j,-16+26j,-23-3j,5+23j,24+3j,16-28j,-32-28j,-31+21j,2+28j,26+20j,24-13j,10-29j,-11-23j,-29-13j,-29+15j,-9+31j,4+29j,27+18j,36-13j,12-31j,-12-29j,-29-16j,-34+12j,-15+33j,22+34j,47+2j,26-50j,-39-40j,-41+16j,-3+38j,40+5j,21-30j,-21+24j,32+14j,27-24j,-13-40j,-49-4j,-20+44j,25+38j,38+4j,29-29j,4-38j,-28-33j,-45-1j,-28+38j,9+45j,34+41j,57-1j,29-44j,-15-44j,-39-18j,-37+18j,-6+38j,24+27j,33+7j,27-34j,-21-37j,-30+4j,-12+24j,23+21j,19-18j,-2-21j,-4-2j,1+5j,7+0j,5-9j,-10-13j,-13+9j,4+14j,11+9j,12-8j,9-18j,-11-15j,-18-5j,-15+11j,-4+20j,7+18j,21+2j,18-11j,4-19j,-11-14j,-14-3j,-12+6j,-5+10j,13+16j,17-1j,12-17j,-13-21j,-21+7j,-1+14j,16+7j,14-13j
